"mOTU"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"mOTU_full"
"meta_mOTU_v25_13544"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Succinivibrionaceae"	"Succinivibrionaceae gen. incertae sedis"	"Succinivibrionaceae species incertae sedis"	"meta_mOTU_v25_13544"
"meta_mOTU_v25_13545"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"Desulfovibrio sp. An276"	"meta_mOTU_v25_13545"
"meta_mOTU_v25_13546"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13546"
"meta_mOTU_v25_13547"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13547"
"meta_mOTU_v25_13548"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13548"
"meta_mOTU_v25_13549"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Woeseiaceae"	"Woeseia"	"Woeseia oceani"	"meta_mOTU_v25_13549"
"meta_mOTU_v25_13550"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13550"
"meta_mOTU_v25_13551"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae gen. incertae sedis"	"Rhodobacteraceae species incertae sedis"	"meta_mOTU_v25_13551"
"meta_mOTU_v25_13552"	"Archaea"	"Archaea phylum incertae sedis"	"Archaea class incertae sedis"	"Archaea order incertae sedis"	"Archaea fam. incertae sedis"	"Archaea gen. incertae sedis"	"Archaea species incertae sedis"	"meta_mOTU_v25_13552"
"meta_mOTU_v25_13553"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13553"
"meta_mOTU_v25_13554"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Butyricicoccus"	"Butyricicoccus sp. BB10"	"meta_mOTU_v25_13554"
"meta_mOTU_v25_13555"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria order incertae sedis"	"Actinobacteria fam. incertae sedis"	"Actinobacteria gen. incertae sedis"	"marine actinobacterium MedAcidi-G3"	"meta_mOTU_v25_13555"
"meta_mOTU_v25_13556"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13556"
"meta_mOTU_v25_13557"	"Bacteria"	"Proteobacteria"	"Proteobacteria class incertae sedis"	"Proteobacteria order incertae sedis"	"Proteobacteria fam. incertae sedis"	"Proteobacteria gen. incertae sedis"	"Proteobacteria species incertae sedis"	"meta_mOTU_v25_13557"
"meta_mOTU_v25_13558"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13558"
"meta_mOTU_v25_13559"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13559"
"meta_mOTU_v25_13560"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13560"
"meta_mOTU_v25_13561"	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Synergistaceae gen. incertae sedis"	"Synergistaceae species incertae sedis"	"meta_mOTU_v25_13561"
"meta_mOTU_v25_13562"	"Bacteria"	"Firmicutes"	"Firmicutes class incertae sedis"	"Firmicutes order incertae sedis"	"Firmicutes fam. incertae sedis"	"Firmicutes gen. incertae sedis"	"Firmicutes species incertae sedis"	"meta_mOTU_v25_13562"
"meta_mOTU_v25_13563"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes species incertae sedis"	"meta_mOTU_v25_13563"
"meta_mOTU_v25_13564"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium species incertae sedis"	"meta_mOTU_v25_13564"
"meta_mOTU_v25_13565"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium species incertae sedis"	"meta_mOTU_v25_13565"
"meta_mOTU_v25_13566"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13566"
"meta_mOTU_v25_13567"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sp. CAG:448"	"meta_mOTU_v25_13567"
"meta_mOTU_v25_13568"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridia order incertae sedis"	"Clostridia fam. incertae sedis"	"Clostridia gen. incertae sedis"	"Clostridia species incertae sedis"	"meta_mOTU_v25_13568"
"meta_mOTU_v25_13569"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas species incertae sedis"	"meta_mOTU_v25_13569"
"meta_mOTU_v25_13570"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13570"
"meta_mOTU_v25_13571"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13571"
"meta_mOTU_v25_13572"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13572"
"meta_mOTU_v25_13573"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13573"
"meta_mOTU_v25_13574"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Azospirillum"	"Azospirillum species incertae sedis"	"meta_mOTU_v25_13574"
"meta_mOTU_v25_13575"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13575"
"meta_mOTU_v25_13576"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13576"
"meta_mOTU_v25_13577"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13577"
"meta_mOTU_v25_13578"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13578"
"meta_mOTU_v25_13579"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13579"
"meta_mOTU_v25_13580"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13580"
"meta_mOTU_v25_13581"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13581"
"meta_mOTU_v25_13582"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13582"
"meta_mOTU_v25_13583"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"SAR86 cluster bacterium SAR86A"	"meta_mOTU_v25_13583"
"meta_mOTU_v25_13584"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13584"
"meta_mOTU_v25_13585"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"Cryomorphaceae gen. incertae sedis"	"Cryomorphaceae species incertae sedis"	"meta_mOTU_v25_13585"
"meta_mOTU_v25_13586"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria order incertae sedis"	"Actinobacteria fam. incertae sedis"	"Actinobacteria gen. incertae sedis"	"marine actinobacterium MedAcidi-G1"	"meta_mOTU_v25_13586"
"meta_mOTU_v25_13587"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13587"
"meta_mOTU_v25_13588"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiales fam. incertae sedis"	"Verrucomicrobiales gen. incertae sedis"	"Verrucomicrobiales species incertae sedis"	"meta_mOTU_v25_13588"
"meta_mOTU_v25_13589"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria order incertae sedis"	"Actinobacteria fam. incertae sedis"	"Actinobacteria gen. incertae sedis"	"marine actinobacterium MedAcidi-G2A"	"meta_mOTU_v25_13589"
"meta_mOTU_v25_13590"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales fam. incertae sedis"	"Bacteroidales gen. incertae sedis"	"Bacteroidales species incertae sedis"	"meta_mOTU_v25_13590"
"meta_mOTU_v25_13591"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13591"
"meta_mOTU_v25_13592"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidales fam. incertae sedis"	"Dehalococcoidales gen. incertae sedis"	"Dehalococcoidales species incertae sedis"	"meta_mOTU_v25_13592"
"meta_mOTU_v25_13593"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13593"
"meta_mOTU_v25_13594"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella species incertae sedis"	"meta_mOTU_v25_13594"
"meta_mOTU_v25_13595"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13595"
"meta_mOTU_v25_13596"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonadaceae gen. incertae sedis"	"Alteromonadaceae species incertae sedis"	"meta_mOTU_v25_13596"
"meta_mOTU_v25_13597"	"Bacteria"	"Firmicutes"	"Firmicutes class incertae sedis"	"Firmicutes order incertae sedis"	"Firmicutes fam. incertae sedis"	"Firmicutes gen. incertae sedis"	"Firmicutes species incertae sedis"	"meta_mOTU_v25_13597"
"meta_mOTU_v25_13598"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13598"
"meta_mOTU_v25_13599"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidia order incertae sedis"	"Dehalococcoidia fam. incertae sedis"	"Dehalococcoidia gen. incertae sedis"	"Dehalococcoidia species incertae sedis"	"meta_mOTU_v25_13599"
"meta_mOTU_v25_13600"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13600"
"meta_mOTU_v25_13601"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13601"
"meta_mOTU_v25_13602"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13602"
"meta_mOTU_v25_13603"	"Bacteria"	"Actinobacteria"	"Actinobacteria class incertae sedis"	"Actinobacteria order incertae sedis"	"Actinobacteria fam. incertae sedis"	"Actinobacteria gen. incertae sedis"	"Actinobacteria species incertae sedis"	"meta_mOTU_v25_13603"
"meta_mOTU_v25_13604"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13604"
"meta_mOTU_v25_13605"	"Bacteria"	"Firmicutes"	"Firmicutes class incertae sedis"	"Firmicutes order incertae sedis"	"Firmicutes fam. incertae sedis"	"Firmicutes gen. incertae sedis"	"Firmicutes species incertae sedis"	"meta_mOTU_v25_13605"
"meta_mOTU_v25_13606"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13606"
"meta_mOTU_v25_13607"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidiphilium"	"Acidiphilium sp. CAG:727"	"meta_mOTU_v25_13607"
"meta_mOTU_v25_13608"	"Bacteria"	"Proteobacteria"	"Proteobacteria class incertae sedis"	"Proteobacteria order incertae sedis"	"Proteobacteria fam. incertae sedis"	"Proteobacteria gen. incertae sedis"	"Proteobacteria species incertae sedis"	"meta_mOTU_v25_13608"
"meta_mOTU_v25_13609"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridia order incertae sedis"	"Clostridia fam. incertae sedis"	"Clostridia gen. incertae sedis"	"Clostridia species incertae sedis"	"meta_mOTU_v25_13609"
"meta_mOTU_v25_13610"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"	"Erythrobacter species incertae sedis"	"meta_mOTU_v25_13610"
"meta_mOTU_v25_13611"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13611"
"meta_mOTU_v25_13612"	"Archaea"	"Thaumarchaeota"	"Thaumarchaeota class incertae sedis"	"Thaumarchaeota order incertae sedis"	"Thaumarchaeota fam. incertae sedis"	"Thaumarchaeota gen. incertae sedis"	"Thaumarchaeota species incertae sedis"	"meta_mOTU_v25_13612"
"meta_mOTU_v25_13613"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13613"
"meta_mOTU_v25_13614"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13614"
"meta_mOTU_v25_13615"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales fam. incertae sedis"	"Bacteroidales gen. incertae sedis"	"Bacteroidales species incertae sedis"	"meta_mOTU_v25_13615"
"meta_mOTU_v25_13616"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13616"
"meta_mOTU_v25_13617"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13617"
"meta_mOTU_v25_13618"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13618"
"meta_mOTU_v25_13619"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13619"
"meta_mOTU_v25_13620"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes class incertae sedis"	"Bacteroidetes order incertae sedis"	"Bacteroidetes fam. incertae sedis"	"Bacteroidetes gen. incertae sedis"	"Bacteroidetes species incertae sedis"	"meta_mOTU_v25_13620"
"meta_mOTU_v25_13621"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13621"
"meta_mOTU_v25_13622"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13622"
"meta_mOTU_v25_13623"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13623"
"meta_mOTU_v25_13624"	"Bacteria"	"Planctomycetes"	"Planctomycetes class incertae sedis"	"Planctomycetes order incertae sedis"	"Planctomycetes fam. incertae sedis"	"Planctomycetes gen. incertae sedis"	"Planctomycetes species incertae sedis"	"meta_mOTU_v25_13624"
"meta_mOTU_v25_13625"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales fam. incertae sedis"	"Bacteroidales gen. incertae sedis"	"Bacteroidales species incertae sedis"	"meta_mOTU_v25_13625"
"meta_mOTU_v25_13626"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13626"
"meta_mOTU_v25_13627"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Sutterella"	"Sutterella sp. CAG:521"	"meta_mOTU_v25_13627"
"meta_mOTU_v25_13628"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes class incertae sedis"	"Bacteroidetes order incertae sedis"	"Bacteroidetes fam. incertae sedis"	"Bacteroidetes gen. incertae sedis"	"Bacteroidetes species incertae sedis"	"meta_mOTU_v25_13628"
"meta_mOTU_v25_13629"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13629"
"meta_mOTU_v25_13630"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidales fam. incertae sedis"	"Dehalococcoidales gen. incertae sedis"	"Dehalococcoidales species incertae sedis"	"meta_mOTU_v25_13630"
"meta_mOTU_v25_13631"	"Bacteria"	"Proteobacteria"	"Proteobacteria class incertae sedis"	"Proteobacteria order incertae sedis"	"Proteobacteria fam. incertae sedis"	"Proteobacteria gen. incertae sedis"	"Proteobacteria species incertae sedis"	"meta_mOTU_v25_13631"
"meta_mOTU_v25_13632"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes class incertae sedis"	"Bacteroidetes order incertae sedis"	"Bacteroidetes fam. incertae sedis"	"Bacteroidetes gen. incertae sedis"	"Bacteroidetes species incertae sedis"	"meta_mOTU_v25_13632"
"meta_mOTU_v25_13633"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13633"
"meta_mOTU_v25_13634"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13634"
"meta_mOTU_v25_13635"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13635"
"meta_mOTU_v25_13636"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Woeseiaceae"	"Woeseia"	"Woeseia oceani"	"meta_mOTU_v25_13636"
"meta_mOTU_v25_13637"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria order incertae sedis"	"Deltaproteobacteria fam. incertae sedis"	"Deltaproteobacteria gen. incertae sedis"	"Deltaproteobacteria species incertae sedis"	"meta_mOTU_v25_13637"
"meta_mOTU_v25_13638"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonadaceae gen. incertae sedis"	"Sphingomonadaceae species incertae sedis"	"meta_mOTU_v25_13638"
"meta_mOTU_v25_13639"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13639"
"meta_mOTU_v25_13640"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13640"
"meta_mOTU_v25_13641"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacterales fam. incertae sedis"	"Pelagibacterales gen. incertae sedis"	"Pelagibacterales species incertae sedis"	"meta_mOTU_v25_13641"
"meta_mOTU_v25_13642"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13642"
"meta_mOTU_v25_13643"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13643"
"meta_mOTU_v25_13644"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13644"
"meta_mOTU_v25_13645"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae gen. incertae sedis"	"Ruminococcaceae species incertae sedis"	"meta_mOTU_v25_13645"
"meta_mOTU_v25_13646"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13646"
"meta_mOTU_v25_13647"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13647"
"meta_mOTU_v25_13648"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Sutterella"	"Sutterella species incertae sedis"	"meta_mOTU_v25_13648"
"meta_mOTU_v25_13649"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13649"
"meta_mOTU_v25_13650"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter species incertae sedis"	"meta_mOTU_v25_13650"
